id,source,asset_name,category,use_case,tags,maps,resolution_max,tileable,free,url,synthetic
"bk_001,blenderkit,Blue marble,marble,""wall,interior,exterior"",""marble,blue,stone,polished"",""albedo,normal,roughness,ao"",4k,yes,yes,https://www.blenderkit.com/asset-gallery-detail/9f5f64e6-a0c2-424d-b8e4-3f4aa728bd7f/,no"
"bk_002,blenderkit,Rock,rock,""exterior,landscape"",""rock,stone,natural"",""albedo,normal,roughness,ao"",4k,yes,yes,https://www.blenderkit.com/asset-gallery-detail/6f654b76-6bc1-4d91-87ef-4e7f33b17491/,no"
"bk_003,blenderkit,Wood floor,wood,""floor,interior"",""wood,floor,planks"",""albedo,normal,roughness,ao"",4k,yes,yes,https://www.blenderkit.com/asset-gallery-detail/4d507f96-0901-4b11-b74b-d52cf7bb600f/,no"
"bk_004,blenderkit,Concrete Bars,concrete,""facade,wall,exterior"",""concrete,industrial,rough"",""albedo,normal,roughness,ao"",4k,yes,yes,https://www.blenderkit.com/asset-gallery-detail/6ac740a9-869c-4ace-8d10-b02fddbd212e/,no"
"bk_005,blenderkit,Marble Tiles,marble,""floor,wall,interior"",""marble,tile,polished"",""albedo,normal,roughness,ao"",4k,yes,yes,https://www.blenderkit.com/asset-gallery-detail/9b7799f7-b458-49dc-96b6-b0f15a580061/,no"
"bk_006,blenderkit,Rusty metal plate,metal,""facade,industrial"",""metal,rust,plate,grunge"",""albedo,normal,roughness,ao,metallic"",4k,yes,yes,https://www.blenderkit.com/asset-gallery-detail/ceaf3888-2dfe-4f5f-b251-4fed83aa3fca/,no"
"bk_007,blenderkit,Red bricks pavers,brick,""exterior,ground,walkway"",""brick,pavers,red"",""albedo,normal,roughness,ao"",4k,yes,yes,https://www.blenderkit.com/asset-gallery-detail/ee5e9221-f228-4ae5-a70b-d3e80afba5c9/,no"
"bk_008,blenderkit,Concrete Material,concrete,""wall,floor,exterior"",""concrete,neutral,rough"",""albedo,normal,roughness,ao"",4k,yes,yes,https://www.blenderkit.com/asset-gallery-detail/be38dabc-32da-4bfb-8ac9-fe47ce797d6f/,no"
"bk_009,blenderkit,Plaster Material,plaster,""wall,interior,exterior"",""plaster,stucco,matte"",""albedo,normal,roughness,ao"",4k,yes,yes,https://www.blenderkit.com/asset-gallery-detail/f739df59-8ca3-4cfd-a84b-4e732b3b78a7/,no"
"bk_010,blenderkit,Pumice Rock,rock,""landscape,exterior"",""pumice,rock,porous"",""albedo,normal,roughness,ao"",4k,yes,yes,https://www.blenderkit.com/asset-gallery-detail/6f933dba-7e43-43c5-9d6c-e51f716e5a24/,no"
"bk_011,blenderkit,Yellow marble,marble,""wall,interior"",""marble,yellow,stone"",""albedo,normal,roughness,ao"",4k,yes,yes,https://www.blenderkit.com/asset-gallery-detail/98f58edc-1360-4346-a076-6427f4b16249/,no"
"bk_012,blenderkit,Red marble,marble,""wall,interior"",""marble,red,stone"",""albedo,normal,roughness,ao"",4k,yes,yes,https://www.blenderkit.com/asset-gallery-detail/b5e32b75-0985-4970-894c-0248ab32d941/,no"
"bk_013,blenderkit,Colorful glitter,fx,""decor,product"",""glitter,sparkle,fx"",""albedo,normal,roughness"",4k,yes,yes,https://www.blenderkit.com/asset-gallery-detail/baf22f26-63bc-4a64-9f43-3bbf218b1969/,no"
"bk_014,blenderkit,Pickle,food,prop,""food,pickle,green"",""albedo,normal,roughness"",2k,unknown,yes,https://www.blenderkit.com/asset-gallery-detail/34fc76ec-a218-4ad4-9985-17a841e167c9/,no"
"bk_015,blenderkit,Caramelized Apple Filling,food,prop,""food,apple,caramel"",""albedo,normal,roughness"",2k,unknown,yes,https://www.blenderkit.com/asset-gallery-detail/99523c06-a6de-444d-b203-fcf639fc68b6/,no"
"bk_016,blenderkit,Blue marble,marble,""wall,interior,exterior"",""marble,blue,stone,polished"",""albedo,normal,roughness,ao"",4k,yes,yes,https://www.blenderkit.com/asset-gallery-detail/299ed369-40d1-4823-9d99-cfa8ae9c8466/,no"
"bk_017,blenderkit,Marble,marble,""wall,interior"",""marble,green,stone"",""albedo,normal,roughness,ao"",4k,yes,yes,https://www.blenderkit.com/asset-gallery-detail/85eb8e84-d535-4e7f-bbd6-cd307415f30e/,no"
"bk_018,blenderkit,Dark Soft-Brushed Steel,metal,""interior,product"",""metal,steel,brushed,dark"",""albedo,normal,roughness,metallic,ao"",4k,yes,yes,https://www.blenderkit.com/asset-gallery-detail/648a1a6d-7b5c-49f5-9799-0ac3fcbb121b/,no"
"bk_019,blenderkit,Scratched Polished Gold,metal,""interior,product"",""metal,gold,polished,scratched"",""albedo,normal,roughness,metallic,ao"",4k,yes,yes,https://www.blenderkit.com/asset-gallery-detail/625fc23a-0a61-4387-b7f5-c0c10edcbbc9/,no"
"bk_020,blenderkit,Festive Gold Snowflake Metal,metal,""decor,product"",""metal,gold,snowflake,ornament"",""albedo,normal,roughness,metallic,ao"",4k,yes,yes,https://www.blenderkit.com/asset-gallery-detail/915344fe-2efd-4099-bcda-f28967d44468/,no"
"bk_021,blenderkit,Gray Mottled Metal,metal,""industrial,product"",""metal,mottled,gray"",""albedo,normal,roughness,metallic,ao"",4k,yes,yes,https://www.blenderkit.com/asset-gallery-detail/6fc60da3-7fc3-407d-9237-7583875d25eb/,no"
"bk_022,blenderkit,Scratched Metal,metal,""industrial,product"",""metal,scratched,grunge"",""albedo,normal,roughness,metallic,ao"",4k,yes,yes,https://www.blenderkit.com/asset-gallery-detail/40aa9cae-351c-48ce-acdb-ef609b00ce88/,no"
"bk_023,blenderkit,Knurled Metal,metal,""product,industrial"",""metal,knurled,pattern"",""albedo,normal,roughness,metallic,ao"",4k,yes,yes,https://www.blenderkit.com/asset-gallery-detail/7bbdec9b-84a3-4265-b06b-8e8f52109d27/,no"
"bk_024,blenderkit,Corrugated Metal Panel,metal,""facade,roof,industrial"",""metal,corrugated,panel"",""albedo,normal,roughness,metallic,ao"",4k,yes,yes,https://www.blenderkit.com/asset-gallery-detail/a0ac88c9-6ea0-4649-ace6-97d54504b0d5/,no"
"syn_001,synthetic,Synthetic Brick Material 01,brick,""wall,interior"",""brick,procedural,placeholder"",""albedo,normal,roughness,ao"",4k,yes,yes,,yes"
"syn_002,synthetic,Synthetic Asphalt Material 02,asphalt,""wall,exterior"",""asphalt,procedural,placeholder"",""albedo,normal,roughness,ao"",8k,yes,yes,,yes"
"syn_003,synthetic,Synthetic Glass Material 03,glass,""roof,exterior"",""glass,procedural,placeholder"",""albedo,normal,roughness,ao"",4k,yes,yes,,yes"
"syn_004,synthetic,Synthetic Plaster Material 04,plaster,""wall,exterior"",""plaster,procedural,placeholder"",""albedo,normal,roughness,ao"",8k,yes,yes,,yes"
"syn_005,synthetic,Synthetic Fabric Material 05,fabric,""ground,exterior"",""fabric,procedural,placeholder"",""albedo,normal,roughness,ao"",2k,yes,yes,,yes"
"syn_006,synthetic,Synthetic Brick Material 06,brick,""bathroom,interior"",""brick,procedural,placeholder"",""albedo,normal,roughness,ao"",2k,yes,yes,,yes"
"syn_007,synthetic,Synthetic Marble Material 07,marble,""wall,interior"",""marble,procedural,placeholder"",""albedo,normal,roughness,ao"",8k,yes,yes,,yes"
"syn_008,synthetic,Synthetic Tile Material 08,tile,""ground,exterior"",""tile,procedural,placeholder"",""albedo,normal,roughness,ao"",4k,yes,yes,,yes"
"syn_009,synthetic,Synthetic Plaster Material 09,plaster,""roof,exterior"",""plaster,procedural,placeholder"",""albedo,normal,roughness,ao"",2k,yes,yes,,yes"
"syn_010,synthetic,Synthetic Asphalt Material 10,asphalt,""wall,exterior"",""asphalt,procedural,placeholder"",""albedo,normal,roughness,ao"",4k,yes,yes,,yes"
"syn_011,synthetic,Synthetic Asphalt Material 11,asphalt,""roof,exterior"",""asphalt,procedural,placeholder"",""albedo,normal,roughness,ao"",4k,yes,yes,,yes"
"syn_012,synthetic,Synthetic Asphalt Material 12,asphalt,""wall,interior"",""asphalt,procedural,placeholder"",""albedo,normal,roughness,ao"",8k,yes,yes,,yes"
"syn_013,synthetic,Synthetic Marble Material 13,marble,""floor,interior"",""marble,procedural,placeholder"",""albedo,normal,roughness,ao"",2k,yes,yes,,yes"
"syn_014,synthetic,Synthetic Tile Material 14,tile,""wall,interior"",""tile,procedural,placeholder"",""albedo,normal,roughness,ao"",2k,yes,yes,,yes"
"syn_015,synthetic,Synthetic Earth Material 15,earth,""floor,interior"",""earth,procedural,placeholder"",""albedo,normal,roughness,ao"",8k,yes,yes,,yes"
"syn_016,synthetic,Synthetic Stone Material 16,stone,""ground,exterior"",""stone,procedural,placeholder"",""albedo,normal,roughness,ao"",8k,yes,yes,,yes"
"syn_017,synthetic,Synthetic Plaster Material 17,plaster,""wall,interior"",""plaster,procedural,placeholder"",""albedo,normal,roughness,ao"",2k,yes,yes,,yes"
"syn_018,synthetic,Synthetic Terrazzo Material 18,terrazzo,""ground,exterior"",""terrazzo,procedural,placeholder"",""albedo,normal,roughness,ao"",8k,yes,yes,,yes"
"syn_019,synthetic,Synthetic Glass Material 19,glass,""facade,exterior"",""glass,procedural,placeholder"",""albedo,normal,roughness,ao"",4k,yes,yes,,yes"
"syn_020,synthetic,Synthetic Marble Material 20,marble,""floor,interior"",""marble,procedural,placeholder"",""albedo,normal,roughness,ao"",4k,yes,yes,,yes"
"syn_021,synthetic,Synthetic Brick Material 21,brick,""kitchen,interior"",""brick,procedural,placeholder"",""albedo,normal,roughness,ao"",2k,yes,yes,,yes"
"syn_022,synthetic,Synthetic Concrete Material 22,concrete,""wall,interior"",""concrete,procedural,placeholder"",""albedo,normal,roughness,ao"",4k,yes,yes,,yes"
"syn_023,synthetic,Synthetic Asphalt Material 23,asphalt,""bathroom,interior"",""asphalt,procedural,placeholder"",""albedo,normal,roughness,ao"",4k,yes,yes,,yes"
"syn_024,synthetic,Synthetic Glass Material 24,glass,""wall,interior"",""glass,procedural,placeholder"",""albedo,normal,roughness,ao"",2k,yes,yes,,yes"
"syn_025,synthetic,Synthetic Glass Material 25,glass,""ground,exterior"",""glass,procedural,placeholder"",""albedo,normal,roughness,ao"",8k,yes,yes,,yes"
"syn_026,synthetic,Synthetic Marrakech Red Plaster,plaster,""wall,exterior"",""plaster,marrakech,red,stucco,placeholder"",""albedo,normal,roughness,ao"",4k,yes,yes,,yes"
"bk_0025,blenderkit.com,Rough Material Surface v7,ground,bathroom,""realistic, tileable, material, ground, pbr"",""albedo,normal,roughness,ao,displacement"",2k,1,1,,yes"
"bk_0026,blenderkit.com,Matte Terrazzo Tile v7,tile,exterior,""tile, bathroom, clean, ceramic, kitchen"",""albedo,normal,glossiness,ao"",8k,0,1,,yes"
"bk_0027,blenderkit.com,Aged Porcelain Tile v3,tile,old_building,""pattern, bathroom, clean, tile, kitchen"",""albedo,normal,glossiness,ao"",4k,1,1,,yes"
"bk_0028,blenderkit.com,Glossy Material Surface v2,granite,floor,""surface, realistic, pbr, granite, material"",""albedo,normal,roughness"",8k,1,1,,yes"
"bk_0029,blenderkit.com,Industrial Material Surface v8,ground,factory,""tileable, material, realistic, pbr, surface"",""albedo,normal,roughness"",8k,0,1,,yes"
"bk_0030,blenderkit.com,Grungy Canvas Cloth v8,fabric,factory,""weave, textile, soft, fabric, cloth"",""albedo,normal,metallic,roughness,ao"",8k,0,1,,yes"
"bk_0031,blenderkit.com,Industrial Limestone v6,stone,warehouse,""natural, stone, cliff, rock, rough"",""albedo,normal,roughness"",4k,1,1,,yes"
"bk_0032,blenderkit.com,Scratched Material Surface v8,granite,workshop,""granite, surface, material, tileable, pbr"",""albedo,normal,roughness"",8k,1,1,,yes"
"bk_0033,blenderkit.com,Industrial Material Surface v5,plastic,sci-fi,""material, pbr, realistic, plastic, surface"",""albedo,normal,glossiness,ao"",4k,0,1,,yes"
"bk_0034,blenderkit.com,Dusty Material Surface v4,gravel,kitchen,""realistic, gravel, surface, material, pbr"",""albedo,normal,roughness,ao,displacement"",2k,1,1,,yes"
"bk_0035,blenderkit.com,Rough Stucco Wall v5,plaster,old_building,""wall, white, plaster, stucco, microtexture"",""albedo,normal,roughness,ao"",8k,0,1,,yes"
"bk_0036,blenderkit.com,Wet Cement Surface v3,concrete,old_building,""modern, rough, grey, porous, concrete"",""albedo,normal,roughness,ao,displacement"",2k,0,1,,yes"
"bk_0037,blenderkit.com,Clean Asphalt Road v8,asphalt,sci-fi,""dark, urban, road, outdoor, rough"",""albedo,normal,roughness,ao"",8k,1,1,,yes"
"bk_0038,blenderkit.com,Clean Material Surface v5,ceramic,workshop,""tileable, surface, ceramic, realistic, pbr"",""albedo,normal,roughness"",4k,0,1,,yes"
"bk_0039,blenderkit.com,Rough Material Surface v3,sand,bathroom,""material, sand, surface, realistic, pbr"",""albedo,normal,roughness,ao,displacement"",8k,0,1,,yes"
"bk_0040,blenderkit.com,Rough Material Surface v6,gravel,facade,""pbr, material, gravel, realistic, tileable"",""albedo,normal,metallic,roughness,ao"",4k,1,1,,yes"
"bk_0041,blenderkit.com,Rusty Ceramic Tiles v4,tile,workshop,""pattern, ceramic, kitchen, bathroom, tile"",""albedo,normal,roughness"",8k,1,1,,yes"
"bk_0042,blenderkit.com,Glossy White Marble v7,marble,bathroom,""interior, stone, polished, luxury, marble"",""albedo,normal,roughness,ao,displacement"",8k,1,1,,yes"
"bk_0043,blenderkit.com,Rough Material Surface v5,plastic,warehouse,""surface, pbr, material, realistic, tileable"",""albedo,normal,roughness,ao,displacement"",8k,1,1,,yes"
"bk_0044,blenderkit.com,Aged Material Surface v2,ground,sci-fi,""surface, realistic, tileable, pbr, ground"",""albedo,normal,metallic,roughness,ao"",4k,1,1,,yes"
"bk_0045,blenderkit.com,Polished Stucco Wall v3,plaster,machinery,""stucco, microtexture, white, matte, wall"",""albedo,normal,roughness,ao,displacement"",8k,0,1,,yes"
"bk_0046,blenderkit.com,Grungy Material Surface v9,granite,exterior,""tileable, material, realistic, granite, surface"",""albedo,normal,roughness"",4k,0,1,,yes"
"bk_0047,blenderkit.com,Aged Material Surface v5,roof,facade,""pbr, tileable, surface, roof, realistic"",""albedo,normal,metallic,roughness,ao"",8k,0,1,,yes"
"bk_0048,blenderkit.com,Aged Material Surface v1,ground,bathroom,""realistic, pbr, material, surface, tileable"",""albedo,normal,glossiness,ao"",2k,0,1,,yes"
"bk_0049,blenderkit.com,Industrial Carrara Marble v5,marble,wall,""luxury, interior, veins, polished, stone"",""albedo,normal,roughness"",4k,0,1,,yes"
"bk_0050,blenderkit.com,Clean Rusty Beam v1,rust,interior,""corrosion, orange, aged, grunge, rust"",""albedo,normal,glossiness,ao"",8k,1,1,,yes"
"bk_0051,blenderkit.com,Grungy Concrete Floor v5,concrete,wall,""modern, grey, cement, concrete, porous"",""albedo,normal,roughness"",4k,1,1,,yes"
"bk_0052,blenderkit.com,Glossy Material Surface v8,roof,workshop,""realistic, tileable, roof, surface, material"",""albedo,normal,roughness"",4k,0,1,,yes"
"bk_0053,blenderkit.com,Wet Material Surface v7,paint,wall,""pbr, surface, tileable, material, paint"",""albedo,normal,roughness,ao"",8k,1,1,,yes"
"bk_0054,blenderkit.com,Rusty Material Surface v1,paint,old_building,""paint, realistic, tileable, material, surface"",""albedo,normal,roughness"",4k,0,1,,yes"
"bk_0055,blenderkit.com,Rusty Material Surface v1,leather,floor,""realistic, surface, pbr, tileable, leather"",""albedo,normal,metallic,roughness,ao"",8k,0,1,,yes"
"bk_0056,blenderkit.com,Rough Denim Fabric v9,fabric,machinery,""weave, fabric, soft, cloth, textile"",""albedo,normal,roughness,ao,displacement"",4k,0,1,,yes"
"bk_0057,blenderkit.com,Polished Limestone v8,stone,floor,""natural, cliff, rough, boulder, stone"",""albedo,normal,glossiness,ao"",4k,1,1,,yes"
"bk_0058,blenderkit.com,Matte Rusty Sheet v4,rust,old_building,""rust, industrial, aged, corrosion, orange"",""albedo,normal,glossiness,ao"",4k,1,1,,yes"
"bk_0059,blenderkit.com,Industrial Oxidized Steel v6,rust,sci-fi,""rust, corrosion, industrial, aged, orange"",""albedo,normal,roughness,ao"",2k,0,1,,yes"
"bk_0060,blenderkit.com,Polished Material Surface v8,gravel,warehouse,""pbr, realistic, tileable, material, gravel"",""albedo,normal,roughness,ao"",4k,1,1,,yes"
"bk_0061,blenderkit.com,Rough Material Surface v6,roof,factory,""material, realistic, pbr, surface, roof"",""albedo,normal,glossiness,ao"",2k,1,1,,yes"
"bk_0062,blenderkit.com,Wet Material Surface v3,ground,warehouse,""pbr, surface, tileable, realistic, ground"",""albedo,normal,glossiness,ao"",4k,0,1,,yes"
"bk_0063,blenderkit.com,Matte Cotton Weave v5,fabric,garage,""textile, weave, soft, pattern, cloth"",""albedo,normal,glossiness,ao"",4k,0,1,,yes"
"bk_0064,blenderkit.com,Aged Mosaic Tiles v2,tile,old_building,""ceramic, clean, tile, pattern, kitchen"",""albedo,normal,glossiness,ao"",2k,1,1,,yes"
"bk_0065,blenderkit.com,Glossy Corroded Metal v4,rust,factory,""industrial, corrosion, orange, rust, aged"",""albedo,normal,roughness,ao"",4k,0,1,,yes"
"bk_0066,blenderkit.com,Dusty Cracked Asphalt v3,asphalt,factory,""outdoor, urban, asphalt, dark, road"",""albedo,normal,glossiness,ao"",4k,1,1,,yes"
"bk_0067,blenderkit.com,Scratched Rock Surface v4,stone,old_building,""natural, rock, cliff, boulder, rough"",""albedo,normal,roughness,ao,displacement"",8k,1,1,,yes"
"bk_0068,blenderkit.com,Wet Granite Slab v3,stone,facade,""cliff, stone, boulder, rough, rock"",""albedo,normal,roughness,ao"",8k,1,1,,yes"
"bk_0069,blenderkit.com,Matte White Plaster v6,plaster,machinery,""wall, stucco, matte, microtexture, plaster"",""albedo,normal,roughness,ao"",2k,0,1,,yes"
"bk_0070,blenderkit.com,Rough Oxidized Steel v7,rust,interior,""grunge, rust, orange, corrosion, industrial"",""albedo,normal,metallic,roughness,ao"",2k,1,1,,yes"
"bk_0071,blenderkit.com,Clean Carrara Marble v1,marble,factory,""luxury, veins, polished, stone, interior"",""albedo,normal,glossiness,ao"",4k,0,1,,yes"
"bk_0072,blenderkit.com,Polished Material Surface v6,ground,floor,""tileable, realistic, ground, material, surface"",""albedo,normal,roughness,ao,displacement"",8k,1,1,,yes"
"bk_0073,blenderkit.com,Dusty Worn Asphalt v5,asphalt,wall,""asphalt, urban, road, dark, outdoor"",""albedo,normal,roughness"",2k,0,1,,yes"
"bk_0074,blenderkit.com,Glossy Concrete Floor v4,concrete,factory,""rough, grey, modern, concrete, cement"",""albedo,normal,glossiness,ao"",4k,1,1,,yes"
"bk_0075,blenderkit.com,Clean Material Surface v4,plastic,bathroom,""material, plastic, surface, realistic, pbr"",""albedo,normal,roughness"",2k,1,1,,yes"
"bk_0076,blenderkit.com,Polished Material Surface v3,paint,floor,""realistic, tileable, material, pbr, surface"",""albedo,normal,roughness"",8k,1,1,,yes"
"bk_0077,blenderkit.com,Polished Cement Surface v7,concrete,facade,""rough, grey, concrete, cement, modern"",""albedo,normal,metallic,roughness,ao"",2k,1,1,,yes"
"bk_0078,blenderkit.com,Industrial Concrete Wall v5,concrete,machinery,""cement, rough, porous, modern, concrete"",""albedo,normal,roughness"",8k,1,1,,yes"
"bk_0079,blenderkit.com,Industrial Material Surface v1,paint,warehouse,""material, pbr, realistic, paint, tileable"",""albedo,normal,roughness,ao,displacement"",8k,1,1,,yes"
"bk_0080,blenderkit.com,Scratched Material Surface v5,plastic,kitchen,""pbr, plastic, tileable, surface, realistic"",""albedo,normal,roughness,ao,displacement"",4k,1,1,,yes"
"bk_0081,blenderkit.com,Matte Material Surface v7,leather,wall,""material, pbr, realistic, tileable, leather"",""albedo,normal,roughness,ao"",2k,1,1,,yes"
"bk_0082,blenderkit.com,Clean Denim Fabric v4,fabric,facade,""fabric, cloth, weave, pattern, soft"",""albedo,normal,roughness,ao"",4k,1,1,,yes"
"bk_0083,blenderkit.com,Matte Material Surface v7,plastic,interior,""pbr, plastic, material, realistic, tileable"",""albedo,normal,roughness,ao"",2k,1,1,,yes"
"bk_0084,blenderkit.com,Glossy Stucco Wall v6,plaster,sci-fi,""white, matte, microtexture, wall, plaster"",""albedo,normal,metallic,roughness,ao"",8k,0,1,,yes"
"bk_0085,blenderkit.com,Industrial Material Surface v8,sand,garage,""surface, tileable, sand, pbr, realistic"",""albedo,normal,roughness,ao,displacement"",4k,1,1,,yes"
"bk_0086,blenderkit.com,Wet Corroded Metal v7,rust,facade,""orange, rust, corrosion, grunge, industrial"",""albedo,normal,roughness"",4k,1,1,,yes"
